snapshot_date;snapshot_year;snapshot_month;type;brand;model;fipe_version;fipe_code;manufacture_year;model_year;offer_price;fipe_price;premium_vs_fipe_price;fipe_code_model_year;model_model_year
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;80651.0;-0.09498952275855228;015245-5_2024;hb20_2024
2025-08-25;2025;8;utilitario;fiat;fiorino;Fiorino Endurance EVO 1.4 Flex 8V 2p;001531-8;2023;2024;91490;95406.0;-0.041045636542775085;001531-8_2024;fiorino_2024
2025-08-25;2025;8;hatch;fiat;mobi;MOBI LIKE 1.0 Fire Flex 5p.;001461-3;2023;2024;56990;63307.0;-0.09978359423128565;001461-3_2024;mobi_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;76258.0;-0.08219465498701775;001494-0_2024;argo_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;104990;122190.0;-0.14076438333742533;004522-5_2024;tracker_2024
2025-08-25;2025;8;hatch;fiat;mobi;MOBI LIKE 1.0 Fire Flex 5p.;001461-3;2023;2024;54990;62312.0;-0.11750545641288997;001461-3_2024;mobi_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;103190;120531.0;-0.14387170105615982;004522-5_2024;tracker_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;103190;120531.0;-0.14387170105615982;004522-5_2024;tracker_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;70390;80332.0;-0.12376139023054325;005533-6_2024;polo_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;78062.0;-0.10340498578053342;005540-9_2024;polo_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;80332.0;-0.0913957078125778;005533-6_2024;polo_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Sense Plus 1.0 Flex 12V Mec.;015234-0;2023;2024;66190;76811.0;-0.13827446589681167;015234-0_2024;hb20_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72490;82246.0;-0.11861975050458382;005533-6_2024;polo_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;71790;79826.0;-0.10066895497707513;015245-5_2024;hb20_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;135244.0;-0.16454704090384786;017088-7_2024;renegade_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;104990;122428.0;-0.142434737151632;004522-5_2024;tracker_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;70990;77902.0;-0.08872686195476367;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;fiat;mobi;MOBI LIKE 1.0 Fire Flex 5p.;001461-3;2023;2024;56990;62312.0;-0.08540891000128387;001461-3_2024;mobi_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;135244.0;-0.16454704090384786;017088-7_2024;renegade_2024
2025-08-25;2025;8;sedan;fiat;cronos;CRONOS DRIVE 1.3 8V Flex;001505-9;2023;2024;79990;81642.0;-0.020234683128781756;001505-9_2024;cronos_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;137301.0;-0.17706353194805574;017088-7_2024;renegade_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;109990;121930.0;-0.09792503895677848;005510-7_2024;t-cross_2024
2025-08-25;2025;8;sedan;hyundai;hb20s;HB20S Comfort Plus 1.0 TB Flex 12V Aut;015240-4;2023;2024;88490;103995.0;-0.14909370642819367;015240-4_2024;hb20s_2024
2025-08-25;2025;8;sedan;chevrolet;onix;ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.;004518-7;2023;2024;73990;76454.0;-0.032228529573338216;004518-7_2024;onix_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;135489.0;-0.12915439629785444;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;104990;121056.0;-0.13271543748347872;004522-5_2024;tracker_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;109990;124523.0;-0.11670936292893683;005510-7_2024;t-cross_2024
2025-08-25;2025;8;hatch;chevrolet;onix;ONIX HATCH LT 1.0 12V Flex 5p Mec.;004517-9;2023;2024;70990;72715.0;-0.023722753214604965;004517-9_2024;onix_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137426.0;-0.14142884170389883;005509-3_2024;t-cross_2024
2025-08-25;2025;8;sedan;hyundai;hb20s;HB20S Comfort Plus 1.0 TB Flex 12V Aut;015240-4;2023;2024;88490;101688.0;-0.12978915899614507;015240-4_2024;hb20s_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;78776.0;-0.07344876612166142;005533-6_2024;polo_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;75274.0;-0.0701968807290698;001494-0_2024;argo_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;78349.0;-0.10668930043778478;005540-9_2024;polo_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;135489.0;-0.12915439629785444;005509-3_2024;t-cross_2024
2025-08-25;2025;8;hatch;fiat;mobi;MOBI LIKE 1.0 Fire Flex 5p.;001461-3;2023;2024;56990;63307.0;-0.09978359423128565;001461-3_2024;mobi_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;80332.0;-0.0913957078125778;005533-6_2024;polo_2024
2025-08-25;2025;8;utilitario;fiat;fiorino;Fiorino Endurance EVO 1.4 Flex 8V 2p;001531-8;2023;2024;91490;94531.0;-0.032169341274290976;001531-8_2024;fiorino_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;78458.0;-0.06969333911137168;015245-5_2024;hb20_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;109990;123966.0;-0.11274059016181856;005510-7_2024;t-cross_2024
2025-08-25;2025;8;sedan;fiat;cronos;CRONOS DRIVE 1.0 6V Flex;001553-9;2023;2024;75990;82003.0;-0.07332658561272148;001553-9_2024;cronos_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;109990;123896.0;-0.11223929747530187;005510-7_2024;t-cross_2024
2025-08-25;2025;8;hatch;fiat;mobi;MOBI LIKE 1.0 Fire Flex 5p.;001461-3;2023;2024;56990;61907.0;-0.07942558999790007;001461-3_2024;mobi_2024
2025-08-25;2025;8;suv;volkswagen;nivus;Nivus Highline 1.0 200 TSI Flex Aut.;005526-3;2023;2024;116990;131886.0;-0.11294602914638399;005526-3_2024;nivus_2024
2025-08-25;2025;8;suv;volkswagen;nivus;Nivus Highline 1.0 200 TSI Flex Aut.;005526-3;2023;2024;116990;129403.0;-0.09592513311128799;005526-3_2024;nivus_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137187.0;-0.13993308403857507;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;111990;139383.0;-0.1965304233658337;017088-7_2024;renegade_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;80750.0;-0.09609907120743034;005533-6_2024;polo_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;78761.0;-0.1113622224197255;001494-0_2024;argo_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;104990;120531.0;-0.12893778364072314;004522-5_2024;tracker_2024
2025-08-25;2025;8;sedan;hyundai;hb20s;HB20S Comfort Plus 1.0 TB Flex 12V Aut;015240-4;2023;2024;88490;100336.0;-0.11806330728751395;015240-4_2024;hb20s_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;78062.0;-0.10340498578053342;005540-9_2024;polo_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;104990;122190.0;-0.14076438333742533;004522-5_2024;tracker_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;78532.0;-0.10877094687515917;005540-9_2024;polo_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;75274.0;-0.0701968807290698;001494-0_2024;argo_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;104990;122190.0;-0.14076438333742533;004522-5_2024;tracker_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137187.0;-0.13993308403857507;005509-3_2024;t-cross_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;80332.0;-0.0913957078125778;005533-6_2024;polo_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;77950.0;-0.10211674150096216;005540-9_2024;polo_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;76258.0;-0.08219465498701775;001494-0_2024;argo_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;76258.0;-0.08219465498701775;001494-0_2024;argo_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;78349.0;-0.10668930043778478;005540-9_2024;polo_2024
2025-08-25;2025;8;sedan;fiat;cronos;CRONOS DRIVE 1.0 6V Flex;001553-9;2023;2024;75990;82003.0;-0.07332658561272148;001553-9_2024;cronos_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;75274.0;-0.0701968807290698;001494-0_2024;argo_2024
2025-08-25;2025;8;sedan;fiat;cronos;CRONOS DRIVE 1.0 6V Flex;001553-9;2023;2024;75990;82003.0;-0.07332658561272148;001553-9_2024;cronos_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;78708.0;-0.11076383595060223;005540-9_2024;polo_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;140222.0;-0.15854858724023335;005509-3_2024;t-cross_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;80651.0;-0.09498952275855228;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;77950.0;-0.10211674150096216;005540-9_2024;polo_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;140222.0;-0.15854858724023335;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;138576.0;-0.1846351460570373;017088-7_2024;renegade_2024
2025-08-25;2025;8;pickup/vans;fiat;strada;Strada Endurance 1.3 Flex 8V CS Plus;001569-5;2023;2024;80990;89907.0;-0.0991802640506301;001569-5_2024;strada_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137187.0;-0.13993308403857507;005509-3_2024;t-cross_2024
2025-08-25;2025;8;sedan;chevrolet;onix;ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.;004518-7;2023;2024;73990;75493.0;-0.019909130647874636;004518-7_2024;onix_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137426.0;-0.14142884170389883;005509-3_2024;t-cross_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;79950.0;-0.08705440900562852;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;71676.0;0.01833249623304872;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;80651.0;-0.09498952275855228;015245-5_2024;hb20_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137426.0;-0.14142884170389883;005509-3_2024;t-cross_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;80332.0;-0.0913957078125778;005533-6_2024;polo_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;138248.0;-0.1465337654070945;005509-3_2024;t-cross_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;79950.0;-0.08705440900562852;015245-5_2024;hb20_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137185.0;-0.13992054524911615;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;109990;121930.0;-0.09792503895677848;005510-7_2024;t-cross_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;104990;122190.0;-0.14076438333742533;004522-5_2024;tracker_2024
2025-08-25;2025;8;utilitario;fiat;fiorino;Fiorino Endurance EVO 1.4 Flex 8V 2p;001531-8;2023;2024;91490;98052.0;-0.06692367315302085;001531-8_2024;fiorino_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;137563.0;-0.17863088185049758;017088-7_2024;renegade_2024
2025-08-25;2025;8;sedan;hyundai;hb20s;HB20S Comfort Plus 1.0 TB Flex 12V Aut;015240-4;2023;2024;88490;100336.0;-0.11806330728751395;015240-4_2024;hb20s_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;79826.0;-0.08563625886302709;015245-5_2024;hb20_2024
2025-08-25;2025;8;sedan;fiat;cronos;CRONOS DRIVE 1.0 6V Flex;001553-9;2023;2024;75990;81061.0;-0.0625578268217762;001553-9_2024;cronos_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;135244.0;-0.16454704090384786;017088-7_2024;renegade_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;80651.0;-0.09498952275855228;015245-5_2024;hb20_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;138576.0;-0.1846351460570373;017088-7_2024;renegade_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;133311.0;-0.11492675023066364;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137185.0;-0.13992054524911615;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137426.0;-0.14142884170389883;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137187.0;-0.13993308403857507;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137187.0;-0.13993308403857507;005509-3_2024;t-cross_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;80651.0;-0.09498952275855228;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;76258.0;-0.08219465498701775;001494-0_2024;argo_2024
2025-08-25;2025;8;hatch;fiat;mobi;MOBI LIKE 1.0 Fire Flex 5p.;001461-3;2023;2024;56990;63307.0;-0.09978359423128565;001461-3_2024;mobi_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137187.0;-0.13993308403857507;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;135244.0;-0.16454704090384786;017088-7_2024;renegade_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;79826.0;-0.08563625886302709;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;80651.0;-0.09498952275855228;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;80651.0;-0.09498952275855228;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;78458.0;-0.06969333911137168;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;75711.0;-0.035939295478860406;015245-5_2024;hb20_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;137301.0;-0.17706353194805574;017088-7_2024;renegade_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;71676.0;0.01833249623304872;015245-5_2024;hb20_2024
2025-08-25;2025;8;sedan;hyundai;hb20s;HB20S Comfort Plus 1.0 TB Flex 12V Aut;015240-4;2023;2024;88490;88433.0;0.0006445557653817014;015240-4_2024;hb20s_2024
2025-08-25;2025;8;pickup/vans;fiat;strada;Strada Endurance 1.3 Flex 8V CS Plus;001569-5;2023;2024;80990;89907.0;-0.0991802640506301;001569-5_2024;strada_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;76258.0;-0.08219465498701775;001494-0_2024;argo_2024
2025-08-25;2025;8;hatch;fiat;mobi;MOBI LIKE 1.0 Fire Flex 5p.;001461-3;2023;2024;55690;62280.0;-0.10581245985870263;001461-3_2024;mobi_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;109990;123896.0;-0.11223929747530187;005510-7_2024;t-cross_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;83246.0;-0.12320111476827715;005533-6_2024;polo_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;74897.0;-0.06551664285618916;001494-0_2024;argo_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;109990;123896.0;-0.11223929747530187;005510-7_2024;t-cross_2024
2025-08-25;2025;8;hatch;fiat;mobi;MOBI LIKE 1.0 Fire Flex 5p.;001461-3;2023;2024;56990;63307.0;-0.09978359423128565;001461-3_2024;mobi_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;75274.0;-0.0701968807290698;001494-0_2024;argo_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;78708.0;-0.11076383595060223;005540-9_2024;polo_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;78532.0;-0.10877094687515917;005540-9_2024;polo_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;135244.0;-0.16454704090384786;017088-7_2024;renegade_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;80651.0;-0.09498952275855228;015245-5_2024;hb20_2024
2025-08-25;2025;8;sedan;hyundai;hb20s;HB20S Comfort Plus 1.0 TB Flex 12V Aut;015240-4;2023;2024;88490;103995.0;-0.14909370642819367;015240-4_2024;hb20s_2024
2025-08-25;2025;8;hatch;fiat;mobi;MOBI LIKE 1.0 Fire Flex 5p.;001461-3;2023;2024;56990;62312.0;-0.08540891000128387;001461-3_2024;mobi_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;77362.0;-0.09529226235102504;001494-0_2024;argo_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;133311.0;-0.11492675023066364;005509-3_2024;t-cross_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;77902.0;-0.06305358013914919;015245-5_2024;hb20_2024
2025-08-25;2025;8;suv;chevrolet;tracker;TRACKER LT 1.0 Turbo 12V Flex Aut.;004522-5;2023;2024;104990;121056.0;-0.13271543748347872;004522-5_2024;tracker_2024
2025-08-25;2025;8;suv;jeep;renegade;Renegade Long. T270 1.3 TB 4x2 Flex Aut.;017088-7;2023;2024;112990;135244.0;-0.16454704090384786;017088-7_2024;renegade_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;70990;71676.0;-0.009570846587421173;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo Track 1.0 Flex 12V 5p;005540-9;2024;2024;69990;77950.0;-0.10211674150096216;005540-9_2024;polo_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;80651.0;-0.09498952275855228;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;hyundai;hb20;HB20 Comfort Plus 1.0 Flex 12V Mec.;015245-5;2023;2024;72990;78458.0;-0.06969333911137168;015245-5_2024;hb20_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;79530.0;-0.08223311957751792;005533-6_2024;polo_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;108990;124523.0;-0.12474000787003205;005510-7_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;137187.0;-0.13993308403857507;005509-3_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;109990;123966.0;-0.11274059016181856;005510-7_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;109990;124987.0;-0.11998847880179539;005510-7_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;108490;121930.0;-0.11022717952923809;005510-7_2024;t-cross_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;79530.0;-0.08223311957751792;005533-6_2024;polo_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross 200 TSI 1.0  Flex 12V 5p Aut.;005510-7;2023;2024;108690;124523.0;-0.1271492013523606;005510-7_2024;t-cross_2024
2025-08-25;2025;8;suv;volkswagen;t-cross;T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.;005509-3;2023;2024;117990;140222.0;-0.15854858724023335;005509-3_2024;t-cross_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;75274.0;-0.0701968807290698;001494-0_2024;argo_2024
2025-08-25;2025;8;hatch;fiat;argo;ARGO DRIVE 1.0 6V Flex;001494-0;2023;2024;69990;76258.0;-0.08219465498701775;001494-0_2024;argo_2024
2025-08-25;2025;8;hatch;volkswagen;polo;Polo 1.0 MPI Flex 12V 5p;005533-6;2023;2024;72990;82246.0;-0.11254042749799383;005533-6_2024;polo_2024
